,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,party,state,industry,sector,senator,ptr_link,disclosure_date
1745,2020-07-31,Spouse,AAL,American Airlines Group Inc.,Stock,Sale (Full),"$15,001 - $50,000",555,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1746,2020-07-02,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000",R,Republican,KS,Industrial Machinery/Components,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1747,2020-07-02,Spouse,AAL,American Airlines Group Inc.,Stock,Sale (Full),"$1,001 - $15,000",R,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1748,2020-07-02,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",R,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1749,2020-07-02,Spouse,MA,Mastercard Incorporated,Stock,Sale (Full),"$50,001 - $100,000",R,Republican,KS,Business Services,Miscellaneous,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1750,2020-07-27,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1751,2020-07-15,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1752,2020-07-13,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Consumer Electronics/Video Chains,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1753,2020-07-07,Spouse,AAL,American Airlines Group Inc.,Stock,Sale (Full),"$1,001 - $15,000",sep,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1754,2020-07-02,Spouse,BABA,Alibaba Group Holding Limited,Stock,Sale (Full),"$15,001 - $50,000",555,Republican,KS,Business Services,Miscellaneous,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1755,2020-07-02,Spouse,WMT,Walmart Inc.,Stock,Sale (Full),"$1,001 - $15,000",555,Republican,KS,Department/Specialty Retail Stores,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1756,2020-07-02,Spouse,SPOT,Spotify Technology S.A.,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Broadcasting,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1757,2020-07-01,Spouse,BYND,"Beyond Meat, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Packaged Foods,Consumer Non-Durables,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/33d51e53-683b-4cdc-9575-8f72f9a71d57/,2020-08-05
1759,2020-07-09,Spouse,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Major Banks,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1760,2020-07-09,Spouse,QCOM,QUALCOMM Incorporated,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Radio And Television Broadcasting And Communications Equipment,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1761,2020-07-09,Spouse,RMD,ResMed Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Medical/Dental Instruments,Health Care,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1762,2020-07-09,Spouse,OHI,"Omega Healthcare Investors, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1763,2020-07-09,Spouse,ARCC,Ares Capital Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Finance/Investors Services,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1764,2020-07-09,Spouse,LMT,Lockheed Martin Corporation,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Military/Government/Technical,Capital Goods,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1765,2020-07-09,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Finance Companies,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1767,2020-07-09,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1768,2020-07-09,Spouse,AXS,AXIS Capital Holdings Limited,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Property-Casualty Insurers,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1769,2020-07-09,Spouse,MPW,"Medical Properties Trust, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1770,2020-07-09,Spouse,GLAD,Gladstone Capital Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Finance/Investors Services,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1772,2020-07-09,Spouse,SWKS,"Skyworks Solutions, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Semiconductors,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1773,2020-07-09,Spouse,HASI,Hannon Armstrong Sustainable Infrastructure Capita,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1776,2020-07-09,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Major Pharmaceuticals,Health Care,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1782,2020-07-09,Spouse,AY,Atlantica Sustainable Infrastructure plc,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Electric Utilities: Central,Public Utilities,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1784,2020-07-09,Spouse,IRM,Iron Mountain Incorporated,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Real Estate Investment Trusts,Consumer Services,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1785,2020-07-09,Spouse,LHX,"L3Harris Technologies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Industrial Machinery/Components,Capital Goods,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1786,2020-07-09,Spouse,APO,"Apollo Global Management, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Investment Managers,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1787,2020-07-09,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Democrat,DE,Computer Manufacturing,Technology,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1788,2020-07-09,Spouse,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Major Pharmaceuticals,Health Care,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1789,2020-07-09,Spouse,TSN,"Tyson Foods, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,Democrat,DE,Meat/Poultry/Fish,Consumer Non-Durables,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1791,2020-07-07,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",--,Democrat,DE,Finance Companies,Finance,Thomas R. Carper,https://efdsearch.senate.gov/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,2020-08-04
1805,2020-07-02,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Electronic Components,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1806,2020-07-02,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1807,2020-07-06,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Electronic Components,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1808,2020-07-06,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1809,2020-07-06,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1810,2020-07-06,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Electronic Components,Capital Goods,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1811,2020-07-06,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1812,2020-07-06,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1813,2020-07-07,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1814,2020-07-13,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1815,2020-07-13,Spouse,CAT,Caterpillar Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Democrat,OR,Construction/Ag Equipment/Trucks,Capital Goods,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1816,2020-07-13,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Department/Specialty Retail Stores,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1817,2020-07-13,Spouse,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",--,Democrat,OR,Auto Manufacturing,Capital Goods,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1818,2020-07-13,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Auto Manufacturing,Consumer Discretionary,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1819,2020-07-15,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1820,2020-07-20,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1821,2020-07-20,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Auto Manufacturing,Consumer Discretionary,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1822,2020-07-23,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$100,001 - $250,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1823,2020-07-27,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1824,2020-07-27,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1826,2020-07-27,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/e29a0a93-7153-42f3-97c5-e9f68fe47820/,2020-07-31
1828,2020-07-15,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Computer Manufacturing,Technology,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,2020-07-24
1829,2020-07-15,Self,AMZN,"Amazon.com, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Republican,OK,Catalog/Specialty Distribution,Consumer Services,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,2020-07-24
1830,2020-06-29,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,Republican,OK,Building operators,Consumer Services,James M. Inhofe,https://efdsearch.senate.gov/search/view/ptr/9b11b917-572b-44ae-a8fa-b75d06276ecf/,2020-07-24
1831,2020-06-25,Spouse,WFC,Wells Fargo &amp; Company,Stock,Purchase,"$15,001 - $50,000",--,Republican,WV,Major Banks,Finance,Shelley Moore Capito,https://efdsearch.senate.gov/search/view/ptr/9363be8a-0a06-443e-b27a-8c62cf83a956/,2020-07-14
1832,2020-06-16,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),"$50,001 - $100,000","The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on July 7, 2020. This activity is part of an ongoing long term portfolio diversification strategy that regularly includes similar transactions.",Republican,AK,Paints/Coatings,Basic Industries,Dan Sullivan,https://efdsearch.senate.gov/search/view/ptr/21f72e24-9365-46e8-8cfc-c5a5a2a4ca99/,2020-07-14
1834,2020-06-26,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Catalog/Specialty Distribution,Consumer Services,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1835,2020-06-04,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1836,2020-06-04,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",sep,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1837,2020-06-30,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",R,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1838,2020-06-30,Spouse,AAL,American Airlines Group Inc.,Stock,Purchase,"$1,001 - $15,000",R,Republican,KS,Air Freight/Delivery Services,Transportation,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1839,2020-06-05,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",555,Republican,KS,Aerospace,Capital Goods,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/8be9d29a-c980-494e-b719-64794f213978/,2020-07-06
1840,2020-06-30,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1841,2020-06-26,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1842,2020-06-26,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Catalog/Specialty Distribution,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1843,2020-06-26,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1844,2020-06-26,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Consumer Electronics/Video Chains,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1845,2020-06-26,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1846,2020-06-24,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1847,2020-06-24,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Department/Specialty Retail Stores,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1848,2020-06-24,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1849,2020-06-24,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Services-Misc. Amusement & Recreation,Consumer Services,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1850,2020-06-24,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1851,2020-06-24,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,"Computer Software: Programming, Data Processing",Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1853,2020-06-24,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Computer Software: Prepackaged Software,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1854,2020-06-24,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1855,2020-06-24,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Business Services,Miscellaneous,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1856,2020-06-23,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--,Democrat,OR,Computer Manufacturing,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
1857,2020-06-23,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Democrat,OR,Semiconductors,Technology,Ron Wyden,https://efdsearch.senate.gov/search/view/ptr/f4826329-8802-464c-b502-66165bc501c5/,2020-07-02
